Bridge Number,Bridge Name,Bridge Type,Bridge Span(Mtrs),Trail Type,District,Major RM/UM,Ward No,River Name,RM/UM Left,RM/UM Right,Latitude,Longitude,Coordinate Source,National Agency,Foreign Agency,Bridge Status,Action Taken,Mela Condition,Observerd by,Observers Name,Completion FY,Bridge Warden Name and address,Bridge Warden Contact No,Comment or Recommendation,Entered By,Entered Date,Updated By,Updated Date
22 5 026 18 06 03,ghyang khola Truss,ST,28,Local,Dolakha,Ghyangsukathokar,3,ghyang khola,ghyangsukathokar,ghyangsukathokar,27.5614380437,86.0815528035,GoogleEarth,DDC/VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1983/84,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 026 18 06 04,ghyang khola bridge -2 ,D,35m,Local,Dolakha,Ghyangsukathokar,3,ghyang khola,sailungesor,ghyangsukathokar,27.5670780855,86.0455361009,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1995/96,,,,,,Purushottam Sanjel,2016/01/27
22 5 026 18 06 05,Bhyakure bridge,D,103.70,Main,Dolakha,Ghyangsukathokar,3,tamakoshi,japhe,ghyangsukathokar,27.55887948057498,86.08496189112952,GPS,SWAp,SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2009,,,,,,Bina Khanal,25 April 2016
22 5 044 18 06 02,Kholam Khola bridge,D,105,Main,Dolakha,Dodhapokhari,,Kholam khola,dudhpokhari,dudhpokhari,27.6241422267,85.8908987045,GoogleEarth,DDC/VDC,SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2007/08,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 044 18 06 03,Teruna Bridge,D,84m,Main,Dolakha,Dodhapokhari,1,Teruna khola,dudhpokhari,Thulodhanding,27.614721536391237,85.88424146172451,GoogleEarth,DDC/VDC,SWAp,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2010/11,12 Numbar Not Bolt Missing,,,,,Purushottam Sanjel,2016/01/27
22 5 044 18 06 04,Thela Khola Bridge,D,48m,Main,Dolakha,Dodhapokhari,4,Thela khola,gausawari,dudhpokhari,27.6048484297,85.9156447649,GoogleEarth,DDC/VDC,SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2004/05,6 Numbars Not Bolt Missing,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 047 18 06 08,Bhuchet Khola Bridge,D,36m,Main,Dolakha,Bhusaphedi,,Bhuchat Khola,bhusapheda,Thulodhanding,27.6383786692,85.9117770195,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1996/97,9 Numbars Not Bolt Missng,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 047 18 06 09,Shrestha Gaam khola Bridge,D,58m,Main,Dolakha,Bhusaphedi,9,Shrestha Khola,bhusapheda,Bhusapheda,27.6396356455,85.9219908714,GoogleEarth,DDC/VDC,SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2009/10,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 047 18 06 10,Mahadev Khola Bridge,D,55m,,Dolakha,Bhusaphedi,8,Mahadev Khola,bhusapheda,Bhusapheda,27.638281247,85.9266149998,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2000/01,7 Numbar Not Bolt Missing,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 047 18 06 11,Gwanchet Bridge,D,41m,Main,Dolakha,Bhusaphedi,7,Gwanchet Khola,bhusapheda,Bhusapheda,27.6484720901,85.9323629737,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1994,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 047 18 06 13,Darbe Khola Bridge,D,77m,Main,Dolakha,Bhusaphedi,5,darbe Khola,bhusapheda,Bhusapheda,27.6496529215,85.9311613441,GoogleEarth,DDC/VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2009/10,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 048 18 06 05,Phasku Khola Brdge,RCC,18m,Local,Dolakha,Phasku,,phasku khola,phasku,Katakuti,27.622110335,86.0009363294,GoogleEarth,DDC/VDC,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 045 18 06 03,Mathan Khola Bridge,D,41m,Local,Dolakha,Katakuti,7,Maiga khola,Magapauwa,Katakuti,27.6426556562,85.9961244464,GoogleEarth,DDC/VDC,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 045 18 06 04,Phasku khola bridge - 2,D,46,Local,Dolakha,Katakuti,6,phasku khola,Magapauwa,Katakuti,27.6265970817,86.0314196348,GoogleEarth,DDC/VDC,SDC,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,1992/93,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 045 18 06 05,Gaighat Bridge,D,71,Main,Dolakha,Katakuti,5,Changawati,Bhimeswor,Katakuti,27.6347169603,86.0379561782,GoogleEarth,DDC/VDC,SDC/DFID,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,2002/03,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 046 18 06 03,Bhanjanewati khola bridge,D,33,Main,Dolakha,Magapauwa,5,Changawati,Bhimeshower,Magapauwa,27.6536776313,86.0162383318,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,2000/01,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 046 18 06 04,Tin khola Bridge,D,53,Main,Dolakha,Magapauwa,4,Changawati,Bhimeswor,Magapauwa,27.6655489493,86.0020360351,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1998/99,,,,,,Purushottam Sanjel,2016/01/27
22 5 030 18 06 04,Ghatta Khola Bridge (surki),D,62,Local,Dolakha,Lakuridanda,6,surki khola,lankuri danda,lankuri danda,27.6771315661,85.9676447511,GoogleEarth,DDC/VDC,SDC,Protection,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 030 18 06 05,Ghatta khola bridge,D,98m,,Dolakha,Lakuridanda,2,ghatta khola,lankuri danda,lankuri danda,27.6716919748,85.977858603,GoogleEarth,DDC/VDC,SDC,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,1995/96,,,,purushottam sanjel,,,
22 5 028 18 06 02,Ghatta Khola Bridge (Soulung),D,59,Main,Dolakha,Boch,6,ghatta khola,Boch,Magapauwa,27.6703641034,85.9963926673,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 028 18 06 03,Charnawati Bridge - 2,D,60,Main,Dolakha,Boch,6,changawati,Boch,Bhimeshowr,27.6731813571,85.9983238578,GoogleEarth,DDC/VDC,SDC,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 028 18 06 04,Chanawati Bridge - 1,D,96,Local,Dolakha,Boch,3,Changawati,bhimeswor,Boch,27.6908148595,85.9944105148,GoogleEarth,DDC/VDC,SDC,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,1998/99,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 015 18 06 05,chhahare khola Truss,ST,32m,Local,Dolakha,Hawa,,Chhahare khola,hawa,hawa,27.5536527881,86.1567538977,GoogleEarth,VDC,KAABGN,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2003/04,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 007 18 06 05,jhakre khola Bridge,D,107m,Local,Dolakha,Thulo Pataal,,Khimti khola,rasnalu ,tholo pataal,27.5666096782,86.1881572008,GoogleEarth,DDC/VDC,SDC/DFID,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,2007/08,,,,,,Purushottam Sanjel,2016/01/27
22 5 015 18 06 06,pharpu Khola Truss,ST,32m,Local,Dolakha,Hawa,,pharpu khola,hawa,hawa,27.5710963197,86.1683624983,GoogleEarth,VDC,KAABGN,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 021 18 06 08,Mathilto Themlung Truss,ST,32m,,Dolakha,Gaurishankar,,mathilto Themulung Truss,gaurishankar,gaurishankar,27.9040433209,86.3184428215,GoogleEarth,DDC/VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 021 18 06 09,chhgami Golcha Bridge,D,54,Local,Dolakha,Gaurishankar,7,Chhgami Golcha,Gaurishankar,Gaurishankar,27.9080681097,86.3645419478,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2001/02,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 005 18 06 04,Busti  Bridge,N,66.6m,Main,Dolakha,Namdru,,tamakoshi,Namdu,Bhimeshowr,27.6363945657,86.0851335526,GoogleEarth,DDC/VDC,Other,Emergency Rehabilitation,Yet No Action    ,,Bridge Expert,Bridge Expert,1933/34,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 007 18 06 07,jhankhre khola Bridge - 1,D,26m,Main,Dolakha,Thulo Pataal,9,Jhankre Khola,tholo pataal,hawa,27.567613066,86.1818245053,GoogleEarth,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1993/94,,,,,,Purushottam Sanjel,2016/01/27
22 5 015 18 06 07,Chhahare Khola Bridge,D,46m,Main,Dolakha,Hawa,,Chhahare khola,hawa,hawa,27.5552912094,86.1544686556,GoogleEarth,DDC/VDC,SDC/DFID,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 015 18 06 08,Odere Truss,ST,24m,Local,Dolakha,Hawa,6,Odere khola,hawa,hawa,27.5762389691,86.1593985558,GPS,DDC/VDC,KAABGN,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,
22 5 007 18 06 09,oder Khola bridge,D,35m,Local,Dolakha,Thulo Pataal,,Odere khola,tholo pataal,tholo pataal,27.5947771346,86.1821195483,GPS,DDC/VDC,SDC/DFID,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,2002/03,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 007 18 06 10,Phulping Truss,ST,24m,Main,Dolakha,Thulo Pataal,,phulpin khola,tholo pataal,tholo pataal,27.5901535844,86.1960294843,GPS,DDC/VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2010/11,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 009 18 06 09,Jhagarali Bridge,N,86,Main,Dolakha,Jhyanku,3,Tamakoshi,jhyanku,laduk,27.7390406648,86.1685824394,GPS,SWAp,SDC,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,20162017,Dil Bd Tamang,,,,,Rajeev Thapa,14 Aug 2017
22 5 008 18 06 08,Nagikhushi Bridge,D,75,Local,Dolakha,Changkhu,6,Khara Khola,chankhu,khara,27.7564878782,86.2229669094,GPS,DDC/VDC,SDC,Major Maintenance,Yet No Action    ,,Bridge Expert,Bridge Expert,1995/96,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
22 5 008 18 06 09,Sursingtar Bridge,D,78,,Dolakha,Changkhu,8,Khara Khola,chankhu,khara,27.7671542259092,86.2409994006116,GPS,DDC/VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2015/2016,,,,,,Rajiv K. Thapa,2016/10/03
22 5 008 18 06 10,Lahare Bridge,N,85,Main,Dolakha,Changkhu,1,Khimti khola,chuchure,shyama,27.6446491502,86.311377883,GPS,DDC/VDC,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2009/10,,,,,,Purushottam Sanjel,2016/01/27
22 5 005 18 06 05,Nagdaha Brdge,D,72,Main,Dolakha,Namdru,6,tamakoshi,Namdu,Bhimeshowr,27.6759866615,86.1030453444,GPS,VDC,CARE,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,1982,,,,purushottam sanjel,2016/01/20,Purushottam Sanjel,2016/01/27
57 5 017 18 06 01,Kusma Ghat,N,225,Main,Banke,Khaskushma,,Rapti Nadi,Khaskusma,Khaskusma,28.0038555415,82.1142625809,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2001/2002,,,,GDJ,,GDJ,2015/06/21
58 5 018 18 06 02,Budhikulo,N,103,Local,Bardiya,Bhimapur,1 and 2,Budhikulo,Bhimapur,Bhimapur,28.401536701665915,81.10508680342605,GoogleEarth,GoN,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2013/2014,"Deb Bahadur Thapa, Rajapur Municipality-13",,,GDJ,2015/09/30,GDJ,2015/09/30
58 5 009 18 06 01,Aksheriya,N,75,,Bardiya,Belawa,5 and 1,Aksheriya Khola,Belawa,Belawa,28.243024705276955,81.58485889436542,GoogleEarth,GoN,Other,Protection,Yet No Action    ,No,Bridge Expert,Bridge Expert,2014/2015,"Nep Bahadur Rana, Belawa(Bashagadhi-2)",,,GDJ,2015/09/30,GDJ,2015/09/30
51 5 017 18 06 08,,dw,,,Gulmi,Thulo Lumpek,,,,,27.9692747825,83.5386872292,,,,,Yet No Action    ,,,,,,,,,,,
66 5 013 18 06 03,Lali Khola,D,39,Local,Humla,Lali,2,Lali Khola,Lali,Lali,29.862195031064072,81.88842058178523,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2014/15,Birkuli Aidi  Lali-2,,,,,Bhakta Bista,
66 5 010 18 06 04,Tallosanghu,D,70,Local,Humla,Theh,,,Thehe,Thehe,29.976154278501124,81.97326421738137,GoogleEarth,GoN,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2014/15,Harkabir Lama,,,,,Bhakta Bista,
66 5 001 18 06 03,Bhedigad,D,90,Local,Humla,Simikot,,Humla karnali,,,29.956050022702797,81.82295322422556,,DDC/VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2014/15,Dhana Bdr.Rawal,,,,,Bhakta Bista,
65 5 001 18 06 02,Madenikhola,D,58,,Mugu,Karkibada,4,madenikhola,Shreenagar,Karkibada,29.546561756936732,82.15045738198682,GoogleEarth,,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2013/2014,Birkha damai (karkibada-2),,,,,Bishnu B Gharti,02-09-2020
66 5 015 18 06 01,Tancha,D,82,Local,Humla,Redikot,,,,,29.82428203433321,81.96126937864574,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,2015/16,Goidhan Sarki,,,,,Bhakta Bista,
65 5 017 18 06 03,Hyanglu,D,148,Local,Mugu,Hyandalu,10,Karnali,Hyanglu,Rugin,29.559565948600003,81.79902040954426,GoogleEarth,GoN,Other,No action required,Yet No Action    ,Yes,Public,Public,2013/2014,Sukabir Chadara (Hyanglu-5),,,,,Bishnu B Gharti,02-09-2020
66 5 017 18 06 02,Sarisalla,D,66,Main,Humla,Menchham,,,,,29.7479424864,82.0313099027,,DDC/VDC,,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2014/15,Gad Bdr.Karki,,,,,Bhakta Bista,
65 5 017 18 06 04,Syalibagar,D,116,Local,Mugu,Hyandalu,8,KhatyadKhola,Hyanglu,Hyanglu,29.5169147152,81.8121299745,GoogleEarth,,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2013/2014,Parmal Rawal( Hyanglu-9),,,,,Bishnu B Gharti,02-09-2020
65 5 017 18 06 05,Sipaghat,D,94,Local,Mugu,Hyandalu,10,mugu karnali,Rara,Jima,29.592773284664417,82.02109175951693,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2014/2015,Dan Bdr Lawad (Jima-2),,,,,Bishnu B Gharti,02-09-2020
65 5 011 18 06 02,Elata,D,124,Local,Mugu,Jim,7,Gamgadkhola,Karkibada,Karkibada,29.5125616916,82.1621958017,GoogleEarth,,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2012/2013,Siba kumar Bham(karkibada-2),,,,,Bishnu B Gharti,02-09-2020
65 5 010 18 06 02,Tiharbagar,D,42,Local,Mugu,Kimari,4,Mugu karnali,kimri,Kimri,29.5909133008,82.4349550008,,,Other,No action required,Yet No Action    ,,DDC Personnel,DDC Personnel,2013/2014,chhiring lama (Kimri-2),,,,,Bishnu B Gharti,02-09-2020
65 5 020 18 06 03,gadikhola,D,52,,Mugu,Shreekot,3,Khatyadkhola,Shreekot,Shreekot,29.5216660089,81.9297770261,GoogleEarth,,Other,No action required,Yet No Action    ,,Other,Other,2014/2015,Padam Bdr. Baniya (shreekot-1),,,,,Bishnu B Gharti,02-09-2020
65 5 013 18 06 04,Neraghat,D,94,,Mugu,Photu,5,Karnali,Photu,Jaira,29.7176953446,82.0016001462,,,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2014/2015,Ladke Budha (photu-7),,,,,Bishnu B Gharti,02-09-2020
65 5 002 18 06 01,Jhyarikhola,ST,28,,Mugu,Pina,8,mandugad,Pina,Pina,29.493755881395245,82.15072989197267,GoogleEarth,,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2014/2015,Danta malla (pina-2),,,,,Bishnu B Gharti,02-09-2020
65 5 014 18 06 01,patarkhola,D,74,,Mugu,Rara,10,Mugu karnali,Rara,Rowa,29.5961087705,82.0576513409,GoogleEarth,,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2013/2014,Ratna sing Karki(Rara-5),,,,,Bishnu B Gharti,02-09-2020
62 5 005 18 06 10,Galligad,LD,60,Main,Dolpa,Tripurakot,2,Galligad,Tripurakot,Tripurakot,29.02011695636997,82.79088735583127,GoogleEarth,DDC,CARE,Major Maintenance,Yet No Action    ,No,Bridge Expert,Bridge Expert,1997,Mr> Madhab Shing Kathayat,,,,,Bahadur Ram Sarki,
65 5 003 18 06 03,Hulumkhola,,92,,Mugu,Shreenagar,1,Hulumkhola,Shreenagar,Shreenagar,29.5454843731,82.1557896138,GoogleEarth,,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2012/2013,Narendra malla (shreenagar-3),,,,,Bishnu B Gharti,02-09-2020
65 5 019 18 06 02,Siyagad,D,60m,Local,Mugu,Sukhadhik,10,Siyakhola,Sukadhik,Sukadhik,29.521485359,81.7952454686,GoogleEarth,,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2013/2014,Dana Giri (Sukadhik-2),,,,,Bishnu B Gharti,02-09-2020
65 5 019 18 06 03,Mauberi,ST,28,,Mugu,Sukhadhik,9,Yachudikhola,Sukadhik,Sukadhik,29.5005352497,81.7956531644,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2013/2014,Gyane BK(Sukadhik-2),,,,,Bishnu B Gharti,02-09-2020
62 5 005 18 06 17,Nada,D,120,Local,Dolpa,Tripurakot,4,Thuli Bheri,Shun,Tripurakot,29.0029420988,82.8092524409,GoogleEarth,GoN,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2013/2014,Mr. Devkarna Thapa,,,,,Dhan Bahadur Sen,2021/02/11
65 5 005 18 06 04,Ghattekhola,D,47,Local,Mugu,Rowa,12,Salimkhola,Rowa,Rowa,29.5332380886,82.1969647404,,,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2014/2015,Sunam Lama (Rowa-2),,,,,Bishnu B Gharti,02-09-2020
02 5 030 18 06 02,Righiwa,D,88.30,Main,Panchthar,Aasarang,1,Righiwa khola,Sidin,Sidin,27.1451304172,87.9233050346,GPS,GoN,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,20142015,,,,Yadav PD Wagle,,,
03 5 034 18 06 12,Phakphok Khola,D,67,Local,Ilam,Ektappa,9,Phakphok,Ekatapa,Gajurmukhi,26.918862843200014,87.764282226609,GPS,GoN,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,20142015,,,,Padam k Jirel,,,
02 5 018 18 06 08,Titeni Truss,D,,Main,Panchthar,Fal???wcha,3,Miwakhola,Falaicha,Falaicha,27.2786286655,87.9380089045,GPS,GoN,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,5-8-2015,,,,Yadav Prasad Wagle,,,
02 5 029 18 06 04,Nasuwa Dovan,D,,Main,Panchthar,Sarangdanda,6,sambu khola,sarangdanda,mangjang,27.0068891091,87.6440414786,GPS,GoN,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,5-8-2015,,,,Yadav Prasad Wagle,,,
02 5 020 18 06 05,Sapute,D,,Main,Panchthar,Ranitar,3,Aaptangba,Ranitar -3,Lungrupa - 5,27.0976378587,87.8324210644,GPS,GoN,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,5-8-2015,,,,Yadav Prasad Wagle,,,
13 5 019 18 06 01,Pakhare,D,67,Main,Okhaldhunga,Jantarkhani,9,Sakhare khola,Rangadip -9,Jantarkhani -1,27.3991964076,86.4761272073,GPS,DDC,DRILP+SDC/DFID,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,20142015,BW - Pasang Laki Sherpa,,,Khakendr Rawal,19 August 2015,,
09 5 020 18 06 04,Khekuwa Truss Bridge,ST,24,Local,Sankhuwasabha,Bana,7,Khekuwa ,Bana 7,Syabun 1,27.354761507657592,87.24088937047213,GPS,GoN,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,20142015,Hasta Bahadur shrestha Wana 7,,,Roshan Basnet,2015/09/01,Roshan Basnet,2015/09/01
13 5 039 18 06 01,Alle Dovan,ST,32,Main,Okhaldhunga,Mulkharka,5,Rayale khola,Chyanam -1,Mulkharka -5,27.2922662109,86.390414536,GPS,DDC,DRILP+SDC/DFID,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,20142015,BW - Panchamaya Tamang,,,Yadav Prasad Wagle,19 August 2015,,
12 5 069 18 06 02,Piple Bridge,D,101.7,Local,Khotang,Barahapokhari,8,Sawakhola,Barahapokhari,Lichkiramche,26.987449452,86.7729377747,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,20122013,BW-,,,Bhanu Shrestha,20 Aug 2015,,
12 5 011 18 06 02,Panchami,ST,32,Local,Khotang,Kharmi,6,Dekhum khola,Kharmi-6,Patheka-2,27.28793269946972,86.83502018451304,GPS,GoN,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,20122013,Pujan Darji,,RM done.,,,Nar Bdr Sambahangphe,04/02/2018
12 5 012 18 06 01,Balabesi,D,59.3,Local,Khotang,Khatamchha,7,Tapkhola,Patheka,Khartamchha,27.301697807241673,86.8699371815137,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,20122013,BW-Sabina Rai,,,Bhanu Shrestha,20 Aug 2015,Bhanu Shrestha,
12 5 028 18 06 07,Mewakorepa,D,68.8,Local,Khotang,Cheuredadha,2,Mewakhola,Cheuredanda,Lafayang,27.2088963427455,86.81814908977208,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,20122013,BW-Raman Rai,,,Bhanu Shrestha,20 Aug 2015,,
14 5 037 18 06 02,Panighatta,D,45.45,Local,Udayapur,Rupatar,6,Yarikhola,Rupatar,Rupatar,27.0807931414,86.5147161484,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2014/2015,"Urmila Khadka, Rupatar",,,Bhanu Shrestha,03-02-2017,Bhanu Shrestha,03-02-2017
14 5 040 18 06 05,Majuwaphedi,D,66.60,Local,Udayapur,Bhalayedadha,5,Baidhanath,Bhalayadanda,Dumre,26.959342766100505,86.5791535377291,GPS,GoN,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,05.08.2015,"Ambar Maya Rai, Dumre-5",,,Bhanu Shrestha,08-2-2017,Bhanu Shrestha,08-02-2017
63 5 014 18 06 02,Suda Truss,ST,32,Main,Jumla,Tamti,1,Suda Khola,Tamti,Tamti,29.0995269864,82.0897686481,GoogleEarth,SWAp,SDC/DFID,No action required,Yet No Action    ,Yes,NGO personnel,NGO personnel,2014/2015,"Mr. Bir Bahadur Shahi, Tamti VDC-8",,,,,Nanda Lal Dharala,2014/07/16
14 5 039 18 06 01,Chhangetar,D,83.5,Local,Udayapur,Thanagaun,9,Rakula,Thanagaun,Baraha,27.0950136499,86.5955606103,GPS,DDC,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2014/2015,"Sarita Magar, 9819746890 and Thanagaun",,,Bhanu Shrestha,03-02-2017,Bhanu Shrestha,03-02-2017
14 5 025 18 06 02,Chauki Dovan,D,,Local,Udayapur,Mayakhu,3,Barbas,Mayakhu,Mayakhu,27.106404276152116,86.36195227503322,Map,GoN,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2014/2015,"Shiva Kumari Shrestha, Mayakhu-3 and 9842816375",,,Bhanu Shrestha,08-2-2017,Bhanu Shrestha,08-02-2017
10 5 049 18 06 02,Raute Truss,ST,32,,Bhojpur,Lekharka,7,Rauye khola,Lekherkha 7,Lekherkha  5,27.1373731337,86.9353723526,GPS,GoN,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,20142015,Yogendra dangal Lekherka 7,,,Roshan Basnet,2015/09/01,Roshan Basnet,2015/09/01
10 5 019 18 06 07,Malbanse Bridge,D,68.20,Local,Bhojpur,Helauchha,2,Yanguwa khola,Boya  9,Heluchha 2,27.260685866449677,87.0782697200384,GPS,GoN,Other,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,20142015,Akentra Mager Heluchha 2,,,Roshan Basnet,2015/09/01,Roshan Basnet,2015/09/01
10 5 049 18 06 03,Hile Truss ,ST,28,,Bhojpur,Lekharka,9,Siruwani khola,Lekherkha 7,Gogane 6,27.25189221780002,87.06566870208644,GPS,GoN,Other,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,20142015,Hema raj Luitel Lekhrka 9,,,Roshan Basnet,2015/09/01,Roshan basnet,2015/09/01
